airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total,average_delay_time,hours_delayed_total,weather_delay
ORD,"Chicago, IL: Chicago O'Hare International",February,2014.0,19812,1084,2041.0,2078,2,127,5332,87681.0,142872,114502.0,51,10679,355785,66.72636909227307,5929.75,2090.0
SAN,"San Diego, CA: San Diego International",February,2014.0,5485,469,638.0,363,1,42,1515,22082.0,35227,13226.0,21,2954,73510,48.521452145214525,1225.1666666666667,469.35
SFO,"San Francisco, CA: San Francisco International",February,2014.0,12081,716,1174.0,2468,6,151,4516,44702.0,89615,184589.0,240,13294,332440,73.61381753764394,5540.666666666667,2107.4
SLC,"Salt Lake City, UT: Salt Lake City International",February,2014.0,7807,432,481.0,340,2,39,1295,26186.0,26467,11685.0,37,4205,68580,52.95752895752896,1143.0,404.29999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,,32702,1432,2473.0,1975,5,117,6001,113515.0,145086,66091.0,148,14219,339059,56.500416597233794,5650.983333333334,2142.65
DEN,"Denver, CO: Denver International",March,2014.0,18996,978,1749.0,1305,4,105,4145,55406.0,102708,60332.0,138,8326,226910,54.743063932448734,3781.8333333333335,1477.9499999999998
IAD,"Washington, DC: Washington Dulles International",March,2014.0,5215,265,478.0,208,0,18,973,15344.0,35154,9941.0,0,2317,62756,64.49743062692703,1045.9333333333334,296.6
ORD,"Chicago, IL: Chicago O'Hare International",March,2014.0,22922,1028,1998.0,2168,2,95,5293,71619.0,124701,117021.0,118,10062,323521,61.12242584545626,5392.016666666666,2103.6
SAN,"San Diego, CA: San Diego International",,2014.0,6430,436,618.0,254,1,17,1326,,29958,7511.0,25,1052,57384,43.276018099547514,956.4,367.5
SFO,"San Francisco, CA: San Francisco International",March,2014.0,13846,704,1185.0,1372,2,73,3335,37913.0,70490,72424.0,67,4772,185666,55.671964017991,3094.4333333333334,1320.3000000000002
SLC,"Salt Lake City, UT: Salt Lake City International",March,2014.0,9371,409,530.0,291,0,20,1254,22653.0,27544,9387.0,25,2191,61800,49.282296650717704,1030.0,368.15
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2014.0,31117,1177,2128.0,1826,4,104,5240,96747.0,121418,60865.0,249,8849,288128,54.98625954198473,4802.133333333333,1472.8000000000002
DEN,"Denver, CO: Denver International",April,2014.0,17455,821,1364.0,831,3,53,3072,,77283,34012.0,107,4890,165260,53.795572916666664,2754.3333333333335,794.6
IAD,"Washington, DC: Washington Dulles International",April,2014.0,4987,220,417.0,238,2,20,897,12093.0,27505,10361.0,40,1035,51034,56.894091415830545,850.5666666666667,240.3
ORD,"Chicago, IL: Chicago O'Hare International",April,2014.0,23234,855,1866.0,2615,7,115,5456,68340.0,126032,131417.0,228,9417,335434,61.479838709677416,5590.566666666667,1720.8
SAN,"San Diego, CA: San Diego International",April,2014.0,6255,396,626.0,254,1,15,1292,18014.0,31133,9136.0,44,1068,59395,45.97136222910217,989.9166666666666,304.4
SFO,"San Francisco, CA: San Francisco International",April,2014.0,13734,599,999.0,1251,3,55,2908,38020.0,63647,70258.0,69,2694,174688,60.07152682255846,2911.4666666666667,855.1000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",April,2014.0,8728,332,453.0,218,1,18,1022,19044.0,24736,7260.0,15,1210,52265,51.139921722113506,871.0833333333334,241.10000000000002
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2014.0,31799,1323,2052.0,1624,7,130,5135,111962.0,124918,62921.0,378,9651,309830,60.33690360272639,5163.833333333333,1395.2
DEN,"Denver, CO: Denver International",May,2014.0,18997,1009,1644.0,1423,1,146,4224,63075.0,105341,70846.0,48,15016,254326,60.20975378787879,4238.766666666666,1208.4
IAD,"Washington, DC: Washington Dulles International",May,2014.0,5105,292,483.0,277,2,22,1076,18789.0,40493,15383.0,79,1392,76136,70.75836431226766,1268.9333333333334,277.70000000000005
ORD,"Chicago, IL: Chicago O'Hare International",May,2014.0,24634,1161,2483.0,3327,8,159,7137,86696.0,171124,181691.0,265,23533,463309,64.9164915230489,7721.816666666667,2234.7000000000003
SAN,"San Diego, CA: San Diego International",May,2014.0,6450,452,667.0,202,1,22,1342,20050.0,35302,8208.0,80,1866,65506,48.81222056631893,1091.7666666666667,302.9
SFO,"San Francisco, CA: San Francisco International",May,2014.0,14164,682,1153.0,1777,5,87,3704,42414.0,71648,84873.0,149,5890,204974,55.33855291576674,3416.233333333333,1143.7
SLC,"Salt Lake City, UT: Salt Lake City International",May,2014.0,8804,331,490.0,184,0,26,1034,22589.0,26265,6954.0,9,2434,58251,56.33558994197292,970.85,246.60000000000002
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2014.0,30945,1379,2524.0,2085,7,231,6226,107958.0,161527,92698.0,199,19106,381488,61.273369739800835,6358.133333333333,1822.1999999999998
DEN,"Denver, CO: Denver International",June,2014.0,19708,1147,2053.0,1459,3,148,4810,72451.0,136944,71404.0,75,11895,292769,60.866735966735966,4879.483333333334,1347.5
IAD,"Washington, DC: Washington Dulles International",June,2014.0,4936,325,576.0,365,1,40,1308,21704.0,42761,21302.0,16,3495,89278,68.25535168195718,1487.9666666666667,358.79999999999995
ORD,"Chicago, IL: Chicago O'Hare International",June,2014.0,25381,1322,3333.0,4113,6,230,9004,103983.0,236529,251464.0,284,25028,617288,68.55708573967125,10288.133333333333,2875.1
SAN,"San Diego, CA: San Diego International",June,2014.0,6742,566,819.0,348,5,40,1779,30506.0,45125,,179,3574,92357,51.91512085441259,1539.2833333333333,424.9
SFO,"San Francisco, CA: San Francisco International",,2014.0,14372,966,1394.0,2051,4,146,4560,58157.0,94933,99550.0,220,10474,263334,57.748684210526314,4388.9,1897.3500000000001
SLC,"Salt Lake City, UT: Salt Lake City International",June,2014.0,9503,463,623.0,266,1,35,1391,30929.0,38238,10318.0,36,2400,81921,58.89360172537743,1365.35,328.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2014.0,31798,1348,1837.0,1318,2,179,4685,106513.0,118052,53990.0,75,15310,293940,62.740661686232656,4899.0,1257.3000000000002
DEN,"Denver, CO: Denver International",July,2014.0,20773,1100,1815.0,1731,3,178,4826,73748.0,118008,83018.0,128,15311,290213,60.135308744301696,4836.883333333333,1414.9
IAD,"Washington, DC: Washington Dulles International",July,2014.0,5128,268,454.0,349,1,35,1107,16942.0,36924,21818.0,36,3042,78762,71.1490514905149,1312.7,310.79999999999995
ORD,"Chicago, IL: Chicago O'Hare International",July,2014.0,25885,1171,2601.0,2198,4,176,6148,84557.0,158672,96215.0,129,15777,355350,57.7992843201041,5922.5,1835.5
SAN,"San Diego, CA: San Diego International",July,2014.0,7193,584,758.0,283,2,32,1658,32009.0,44746,10664.0,30,2722,90171,54.3854041013269,1502.85,372.6
SFO,"San Francisco, CA: San Francisco International",July,2014.0,14951,822,1453.0,1941,3,141,4358,53819.0,98689,101554.0,182,9895,264139,60.610142267095,4402.316666666667,1353.3000000000002
SLC,"Salt Lake City, UT: Salt Lake City International",July,2014.0,10031,462,630.0,235,2,32,1361,28111.0,37311,9295.0,93,2705,77515,56.954445260837616,1291.9166666666667,315.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,,31608,1365,1769.0,1668,1,141,4944,121594.0,122937,95866.0,68,12785,353250,71.4502427184466,5887.5,1338.9
DEN,"Denver, CO: Denver International",August,2014.0,20184,976,1723.0,1219,2,109,4033,60349.0,113813,53982.0,98,9088,237330,58.847012149764446,3955.5,1113.5
IAD,"Washington, DC: Washington Dulles International",August,2014.0,5060,249,426.0,293,2,40,1010,15180.0,30880,,45,3095,62655,62.03465346534654,1044.25,285.0
ORD,"Chicago, IL: Chicago O'Hare International",August,2014.0,25717,1170,2986.0,3869,3,191,8217,86725.0,218809,238992.0,148,18308,562982,68.51429962273336,9383.033333333333,2634.4
SAN,"San Diego, CA: San Diego International",August,2014.0,6928,455,636.0,230,2,28,1351,23161.0,36072,7854.0,56,2349,69492,51.43745373797187,1158.2,310.79999999999995
SFO,"San Francisco, CA: San Francisco International",August,2014.0,14766,710,1258.0,1615,6,117,3705,43533.0,82608,78356.0,372,8724,213593,57.649932523616734,3559.883333333333,1140.4
SLC,"Salt Lake City, UT: Salt Lake City International",August,2014.0,10043,407,542.0,263,3,40,1254,25933.0,29512,9540.0,106,2627,67718,54.00159489633174,1128.6333333333334,307.79999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2014.0,30198,1242,1965.0,2500,1,97,5801,97075.0,115114,94125.0,153,5946,312413,53.8550249956904,5206.883333333333,2311.5
DEN,"Denver, CO: Denver International",September,2014.0,18907,696,1156.0,969,5,54,2881,45090.0,73048,42034.0,367,5142,165681,57.50815688996876,2761.35,1030.65
IAD,"Washington, DC: Washington Dulles International",September,2014.0,4857,193,329.0,320,0,27,870,11599.0,24657,13713.0,8,2279,52256,60.06436781609195,870.9333333333333,333.7
ORD,"Chicago, IL: Chicago O'Hare International",September,2014.0,24905,811,1829.0,2960,9,115,5724,60377.0,118588,198063.0,350,13169,390547,68.22973445143256,6509.116666666667,2587.7
SAN,"San Diego, CA: San Diego International",September,2014.0,6228,309,402.0,207,2,22,946,15561.0,21283,7308.0,98,1394,45644,48.24947145877378,760.7333333333333,277.15
SFO,"San Francisco, CA: San Francisco International",September,2014.0,13871,601,939.0,1811,9,69,3429,33162.0,61126,,516,4120,192709,56.19976669582969,3211.8166666666666,1527.8500000000001
SLC,"Salt Lake City, UT: Salt Lake City International",September,2014.0,9108,279,382.0,217,3,25,906,19532.0,22157,7318.0,112,1345,50464,55.69977924944812,841.0666666666667,280.65
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2014.0,31613,1166,2019.0,1524,0,52,4762,86693.0,119813,56954.0,0,4469,267929,56.26396472070559,4465.483333333334,1648.2999999999997
DEN,"Denver, CO: Denver International",October,2014.0,19411,757,1273.0,908,3,49,2990,46428.0,75633,33993.0,62,3390,159506,53.34648829431438,2658.4333333333334,1021.1
IAD,"Washington, DC: Washington Dulles International",October,2014.0,5055,264,442.0,338,1,18,1064,13878.0,30071,14418.0,13,1182,59562,55.97932330827068,992.7,370.3
ORD,"Chicago, IL: Chicago O'Hare International",October,2014.0,26310,1043,2441.0,5570,3,90,9148,81822.0,162784,334371.0,109,8123,587209,64.18987756886752,9786.816666666668,4442.8
SAN,"San Diego, CA: San Diego International",October,2014.0,6528,342,422.0,223,0,15,1002,15703.0,22574,6939.0,80,721,46017,45.9251497005988,766.95,286.55
SFO,"San Francisco, CA: San Francisco International",October,2014.0,14489,704,987.0,1596,3,70,3362,42036.0,66337,88352.0,193,4499,201417,59.9098750743605,3356.95,1403.5
SLC,"Salt Lake City, UT: Salt Lake City International",October,2014.0,9233,306,352.0,207,0,11,876,17094.0,18684,6672.0,0,692,43142,49.24885844748859,719.0333333333333,251.15
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2014.0,29296,954,1227.0,1175,5,61,3420,74609.0,68028,35915.0,214,5462,184228,53.86783625730994,3070.4666666666667,1192.85
DEN,"Denver, CO: Denver International",November,2014.0,17296,751,1285.0,1179,1,101,3317,48085.0,85421,55098.0,14,7053,195671,58.99035272836901,3261.1833333333334,1252.85
IAD,"Washington, DC: Washington Dulles International",November,2014.0,4412,184,324.0,191,0,14,712,12743.0,23683,9539.0,0,1085,47050,66.0814606741573,784.1666666666666,235.35000000000002
ORD,"Chicago, IL: Chicago O'Hare International",November,2014.0,23564,995,2160.0,1838,4,96,5093,70708.0,139201,79789.0,108,8189,297995,58.51070096210485,4966.583333333333,1938.7
SAN,"San Diego, CA: San Diego International",November,2014.0,6068,319,478.0,163,1,21,983,15060.0,26112,5271.0,14,1060,47517,48.338758901322485,791.95,270.35
SFO,"San Francisco, CA: San Francisco International",November,2014.0,13243,629,1005.0,1846,0,101,3578,38392.0,69912,122312.0,15,6803,237434,66.35941866964785,3957.233333333333,1602.4
SLC,"Salt Lake City, UT: Salt Lake City International",November,2014.0,8457,345,452.0,333,1,17,1152,27394.0,25546,10417.0,49,827,64233,55.7578125,1070.55,369.05
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2014.0,30000,1187,1476.0,1055,2,50,3770,93872.0,82356,32496.0,31,3708,212463,56.356233421750666,3541.05,1178.55
DEN,"Denver, CO: Denver International",December,2014.0,18206,1092,1822.0,1386,7,103,4411,65491.0,120726,60390.0,335,6883,253825,57.54364089775561,4230.416666666667,1550.5
IAD,"Washington, DC: Washington Dulles International",December,2014.0,4320,289,360.0,272,1,10,937,17111.0,23670,9544.0,42,465,50832,54.24973319103522,847.2,294.8
ORD,"Chicago, IL: Chicago O'Hare International",December,2014.0,23484,1092,2097.0,1514,2,56,4763,71835.0,121988,51361.0,84,5655,250923,52.68171320596263,4182.05,1669.1999999999998
SAN,"San Diego, CA: San Diego International",December,2014.0,6339,551,828.0,345,4,17,1746,27784.0,52364,11108.0,217,645,92118,52.75945017182131,1535.3,489.65
SFO,"San Francisco, CA: San Francisco International",December,2014.0,13827,734,1468.0,3368,2,150,5721,50397.0,120417,279201.0,193,12750,462958,80.92256598496766,7715.966666666666,2779.6000000000004
SLC,"Salt Lake City, UT: Salt Lake City International",December,2014.0,8825,469,644.0,405,2,28,1546,27780.0,39264,13949.0,51,3118,84162,54.4385510996119,1402.7,484.45
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2015.0,29492,1231,1422.0,1539,5,133,4331,97521.0,88061,61602.0,382,11844,259410,59.896097898868625,4323.5,1559.9499999999998
DEN,"Denver, CO: Denver International",January,2015.0,17059,1002,1485.0,1290,4,104,3885,64939.0,102388,53802.0,128,8804,230061,59.21776061776062,3834.35,1388.0
IAD,"Washington, DC: Washington Dulles International",January,2015.0,3700,255,319.0,248,1,33,855,15600.0,24397,11031.0,48,1917,52993,61.980116959064325,883.2166666666667,289.90000000000003
ORD,"Chicago, IL: Chicago O'Hare International",January,2015.0,23515,1181,2439.0,2787,7,136,6551,90489.0,187288,153149.0,338,13886,445150,67.95145779270341,7419.166666666667,2679.25
SAN,"San Diego, CA: San Diego International",January,2015.0,6084,352,485.0,167,1,25,1030,15608.0,26486,5519.0,26,2089,49728,48.279611650485435,828.8,279.05
SFO,"San Francisco, CA: San Francisco International",January,2015.0,12883,643,986.0,1116,1,99,2850,38996.0,68063,,107,6856,176783,62.02912280701754,2946.383333333333,1120.2
SLC,"Salt Lake City, UT: Salt Lake City International",January,2015.0,8626,376,479.0,289,2,45,1191,,29169,9708.0,60,3734,67026,56.277078085642316,1117.1,376.54999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2015.0,27366,1342,1742.0,1301,1,273,4662,112780.0,109867,60092.0,40,35497,318276,68.27027027027027,5304.6,1641.25
DEN,"Denver, CO: Denver International",February,2015.0,15638,899,1266.0,1389,1,187,3742,56283.0,84652,62810.0,30,14963,218738,58.454836985569216,3645.633333333333,1469.6499999999999
IAD,"Washington, DC: Washington Dulles International",February,2015.0,2998,198,230.0,195,1,32,656,10937.0,18260,9123.0,38,1700,40058,61.0640243902439,667.6333333333333,227.75
ORD,"Chicago, IL: Chicago O'Hare International",February,2015.0,21814,1161,2522.0,2689,2,232,6606,92645.0,181761,136184.0,54,26912,437556,66.23614895549501,7292.6,2736.4500000000003
SAN,"San Diego, CA: San Diego International",February,2015.0,5478,393,458.0,212,0,57,1119,18106.0,25383,8286.0,0,5157,56932,50.87756925826631,948.8666666666667,332.20000000000005
SFO,"San Francisco, CA: San Francisco International",February,2015.0,11555,609,831.0,1348,3,140,2929,40202.0,59666,92381.0,54,10099,202402,69.10276544895869,3373.366666666667,1265.5
SLC,"Salt Lake City, UT: Salt Lake City International",February,2015.0,7866,371,431.0,246,2,58,1108,22900.0,26711,9260.0,86,5811,64768,58.454873646209386,1079.4666666666667,347.2
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,2015.0,32775,1496,2025.0,1533,5,121,5181,119219.0,118541,50075.0,170,15085,303090,58.500289519397796,5051.5,1724.95
DEN,"Denver, CO: Denver International",March,2015.0,18617,896,1322.0,868,6,64,3156,55010.0,87448,35901.0,135,6690,185184,58.67680608365019,3086.4,1024.8
IAD,"Washington, DC: Washington Dulles International",March,2015.0,3033,195,197.0,141,0,12,548,10685.0,14361,6632.0,0,997,32675,59.62591240875913,544.5833333333334,162.75
ORD,"Chicago, IL: Chicago O'Hare International",March,2015.0,26122,1115,1871.0,2238,2,148,5374,79939.0,132585,119587.0,70,15921,348102,64.77521399330108,5801.7,2164.0
SAN,"San Diego, CA: San Diego International",March,2015.0,6589,386,441.0,187,0,23,1039,22163.0,23863,7187.0,3,2291,55507,53.423484119345524,925.1166666666667,276.85
SFO,"San Francisco, CA: San Francisco International",March,2015.0,13431,653,825.0,864,0,82,2421,41702.0,58215,40798.0,17,5231,145963,60.29037587773647,2432.7166666666667,891.1
SLC,"Salt Lake City, UT: Salt Lake City International",March,2015.0,9475,373,461.0,269,0,29,1135,26833.0,26848,10905.0,0,3210,67796,59.73215859030837,1129.9333333333334,342.15
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2015.0,31383,1201,1566.0,1447,3,139,4356,94652.0,92755,59912.0,152,11694,259165,59.496097337006425,4319.416666666667,1187.6
DEN,"Denver, CO: Denver International",April,2015.0,17472,824,1116.0,995,1,87,3024,54192.0,73960,37869.0,41,4954,171016,56.55291005291005,2850.266666666667,819.8
IAD,"Washington, DC: Washington Dulles International",April,2015.0,2955,165,171.0,83,0,19,438,8500.0,11538,2997.0,9,1806,24850,56.7351598173516,414.1666666666667,103.5
ORD,"Chicago, IL: Chicago O'Hare International",April,2015.0,25845,956,1335.0,1929,5,139,4364,72450.0,95109,125396.0,197,14426,307578,70.480751604033,5126.3,1311.1
SAN,"San Diego, CA: San Diego International",April,2015.0,6422,375,488.0,289,2,22,1176,20492.0,26391,9693.0,66,1594,58236,49.52040816326531,970.6,284.0
SFO,"San Francisco, CA: San Francisco International",April,2015.0,13015,613,807.0,1000,1,73,2496,37200.0,53341,50222.0,41,3889,144693,57.96995192307692,2411.55,715.1
SLC,"Salt Lake City, UT: Salt Lake City International",April,2015.0,8845,333,431.0,247,1,33,1042,24619.0,24607,8365.0,18,2035,59644,57.23992322456814,994.0666666666667,261.1
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2015.0,32425,1314,1536.0,1422,5,169,4446,119902.0,110874,82449.0,148,17489,330862,74.41790373369321,5514.366666666667,1198.6
DEN,"Denver, CO: Denver International",May,2015.0,18072,906,1231.0,1214,5,124,3480,57723.0,80777,48281.0,205,9045,196031,56.33074712643678,3267.1833333333334,978.9000000000001
IAD,"Washington, DC: Washington Dulles International",May,2015.0,3244,191,195.0,132,0,26,548,10854.0,15248,5912.0,0,1701,33715,61.52372262773723,561.9166666666666,137.3
ORD,"Chicago, IL: Chicago O'Hare International",May,2015.0,26909,1095,1687.0,1839,3,162,4789,83599.0,121084,85605.0,181,14010,304479,63.57882647734392,5074.65,1403.7
SAN,"San Diego, CA: San Diego International",May,2015.0,6595,412,552.0,249,0,49,1266,21133.0,29773,8589.0,0,3706,63201,49.9218009478673,1053.35,314.20000000000005
SFO,"San Francisco, CA: San Francisco International",May,2015.0,13520,636,1033.0,1960,3,120,3753,43919.0,68937,101881.0,122,8958,223817,59.63682387423395,3730.2833333333333,1213.9
SLC,"Salt Lake City, UT: Salt Lake City International",May,2015.0,8757,292,391.0,210,1,27,921,19404.0,22610,7521.0,74,2939,52548,57.05537459283388,875.8,228.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,,32739,,2300.0,1803,8,172,6031,148949.0,164521,98579.0,516,17265,429830,71.27010446028851,7163.833333333333,1583.2
DEN,"Denver, CO: Denver International",June,2015.0,18684,1251,1847.0,1468,5,204,4773,88084.0,137815,74727.0,281,18225,319132,66.861931699141,5318.866666666667,1345.3000000000002
IAD,"Washington, DC: Washington Dulles International",June,2015.0,3382,293,319.0,238,0,43,893,15400.0,24989,12302.0,0,3169,55860,62.5531914893617,931.0,233.89999999999998
ORD,"Chicago, IL: Chicago O'Hare International",June,2015.0,27590,,2551.0,3544,8,250,7889,121806.0,197034,235468.0,341,26927,581576,73.71986310051972,9692.933333333332,2432.9
SAN,"San Diego, CA: San Diego International",June,2015.0,6763,536,636.0,259,2,46,1479,26194.0,33831,9168.0,55,3671,72919,49.30290736984449,1215.3166666666666,340.4
SFO,"San Francisco, CA: San Francisco International",June,2015.0,13844,918,1295.0,818,3,103,3135,59236.0,89562,39192.0,139,6503,194632,62.083572567783094,3243.866666666667,818.7
SLC,"Salt Lake City, UT: Salt Lake City International",June,2015.0,8975,458,512.0,277,2,58,1305,32948.0,30428,10003.0,88,4106,77573,59.442911877394636,1292.8833333333334,322.4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2015.0,33735,1420,2066.0,1581,7,185,5258,117880.0,131352,74056.0,199,13118,336605,64.01768733358692,5610.083333333333,1437.2
DEN,"Denver, CO: Denver International",July,2015.0,19083,1113,1795.0,1142,3,116,4171,73579.0,125301,49403.0,85,7354,255722,61.30951810117478,4262.033333333334,1111.3
IAD,"Washington, DC: Washington Dulles International",July,2015.0,3334,249,246.0,143,0,30,669,14158.0,16394,7017.0,0,2045,39614,59.21375186846039,660.2333333333333,161.0
ORD,"Chicago, IL: Chicago O'Hare International",July,2015.0,28183,1326,2173.0,2435,7,190,6130,94502.0,162676,137663.0,428,17747,413016,67.37618270799348,6883.6,1815.9
SAN,"San Diego, CA: San Diego International",July,2015.0,7031,518,700.0,315,1,32,1564,28411.0,42242,11663.0,33,1965,84314,53.90920716112532,1405.2333333333333,368.0
SFO,"San Francisco, CA: San Francisco International",July,2015.0,14435,918,1261.0,1415,5,83,3684,60872.0,83446,72945.0,241,4850,222354,60.35667752442997,3705.9,1027.3
SLC,"Salt Lake City, UT: Salt Lake City International",July,2015.0,9502,434,598.0,230,1,38,1298,32414.0,34708,8685.0,50,2269,78126,60.18952234206471,1302.1,309.4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2015.0,33725,1403,1940.0,1612,6,187,5145,114610.0,126112,76802.0,212,14895,332631,64.65131195335277,5543.85,1413.8000000000002
DEN,"Denver, CO: Denver International",August,2015.0,18871,946,1261.0,997,3,97,3304,64152.0,83906,42167.0,58,6550,196833,59.57415254237288,3280.55,874.1
IAD,"Washington, DC: Washington Dulles International",August,2015.0,3228,218,201.0,116,2,40,576,,14135,8155.0,88,2729,36951,64.15104166666667,615.85,146.7
ORD,"Chicago, IL: Chicago O'Hare International",August,2015.0,28128,1157,1832.0,1948,5,168,5110,88495.0,130699,123914.0,237,15846,359191,70.29178082191781,5986.516666666666,1496.8000000000002
SAN,"San Diego, CA: San Diego International",August,2015.0,6876,443,510.0,228,1,32,1212,,28069,8680.0,45,2134,60636,50.02970297029703,1010.6,276.2
SFO,"San Francisco, CA: San Francisco International",August,2015.0,14605,776,1148.0,1106,9,108,3149,49990.0,73599,51759.0,527,6587,182462,57.94283899650683,3041.0333333333333,894.8000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",August,2015.0,9502,384,528.0,195,2,47,1157,24081.0,28489,,116,3113,63116,54.5514261019879,1051.9333333333334,283.4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2015.0,31331,945,1027.0,1075,1,86,3134,80478.0,62886,39930.0,92,5627,189013,60.310465858328016,3150.2166666666667,1092.85
DEN,"Denver, CO: Denver International",September,2015.0,17393,563,704.0,477,2,56,1802,40431.0,45853,16989.0,45,3628,106946,59.34850166481687,1782.4333333333334,577.25
IAD,"Washington, DC: Washington Dulles International",September,2015.0,2925,139,103.0,132,1,22,397,6065.0,8197,5020.0,52,1564,20898,52.63979848866499,348.3,138.7
ORD,"Chicago, IL: Chicago O'Hare International",September,2015.0,26169,834,1149.0,1785,3,109,3879,60343.0,78618,100852.0,143,9074,249030,64.19953596287704,4150.5,1613.95
SAN,"San Diego, CA: San Diego International",September,2015.0,6173,280,258.0,164,3,15,722,15546.0,13351,5239.0,109,1282,35527,49.20637119113574,592.1166666666667,199.0
SFO,"San Francisco, CA: San Francisco International",September,2015.0,13318,479,637.0,741,1,55,1913,29865.0,36997,35048.0,82,2544,104536,54.645060115002615,1742.2666666666667,727.7500000000001
SLC,"Salt Lake City, UT: Salt Lake City International",September,2015.0,8406,231,292.0,131,0,19,671,18863.0,16185,3756.0,17,1285,40106,59.77049180327869,668.4333333333333,191.75
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2015.0,32594,1021,1034.0,1010,4,30,3098,87953.0,60372,33160.0,216,4122,185823,59.981601032924466,3097.05,996.7
DEN,"Denver, CO: Denver International",October,2015.0,18125,669,743.0,744,2,41,2200,47720.0,44085,26533.0,48,3359,121745,55.33863636363636,2029.0833333333333,747.5
IAD,"Washington, DC: Washington Dulles International",October,2015.0,3000,140,102.0,100,0,11,352,7885.0,6417,3877.0,0,693,18872,53.61363636363637,314.53333333333336,106.6
ORD,"Chicago, IL: Chicago O'Hare International",October,2015.0,27608,847,1077.0,1257,8,45,3236,71131.0,70611,42078.0,238,3917,187975,58.08868974042027,3132.9166666666665,1185.15
SAN,"San Diego, CA: San Diego International",October,2015.0,6207,245,263.0,141,2,12,661,12002.0,15836,5121.0,61,955,33975,51.39939485627836,566.25,182.55
SFO,"San Francisco, CA: San Francisco International",October,2015.0,14170,510,753.0,792,0,39,2096,33326.0,50740,41157.0,2,2948,128173,61.151240458015266,2136.2166666666667,779.7
SLC,"Salt Lake City, UT: Salt Lake City International",October,2015.0,8764,234,257.0,150,1,10,652,15522.0,14155,,40,1765,35799,54.90644171779141,596.65,184.6
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2015.0,30903,1112,1420.0,1457,9,61,4060,95024.0,84231,46457.0,576,5921,232209,57.19433497536946,3870.15,1434.0500000000002
DEN,"Denver, CO: Denver International",November,2015.0,17120,751,1031.0,1197,1,93,3076,54704.0,69918,50919.0,63,9509,185113,60.179778933680105,3085.2166666666667,1180.3500000000001
IAD,"Washington, DC: Washington Dulles International",November,2015.0,2684,134,106.0,65,1,15,320,8017.0,9193,2183.0,36,901,20330,63.53125,338.8333333333333,89.05
ORD,"Chicago, IL: Chicago O'Hare International",November,2015.0,26063,838,1287.0,1724,7,110,3962,72305.0,101335,150030.0,317,14731,338718,85.49167087329631,5645.3,1616.7
SAN,"San Diego, CA: San Diego International",November,2015.0,5965,307,364.0,284,3,36,997,15502.0,18896,,253,3615,50942,51.09528585757272,849.0333333333333,329.8
SFO,"San Francisco, CA: San Francisco International",November,2015.0,13527,585,766.0,772,3,65,2189,39934.0,51704,31587.0,165,4625,128015,58.48104157149383,2133.5833333333335,796.5999999999999
SLC,"Salt Lake City, UT: Salt Lake City International",November,2015.0,8435,288,379.0,294,0,21,981,21745.0,20938,8777.0,41,2295,53796,54.837920489296636,896.6,325.8
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2015.0,31030,,2176.0,1616,10,147,5474,148033.0,173784,93850.0,313,19532,435512,79.56010230179028,7258.533333333334,1850.2
DEN,"Denver, CO: Denver International",December,2015.0,18001,1001,1463.0,981,14,152,3610,64757.0,111638,60584.0,405,20271,257655,71.37257617728532,4294.25,1228.55
IAD,"Washington, DC: Washington Dulles International",December,2015.0,2799,182,183.0,61,0,17,443,,15438,2826.0,0,1825,31164,70.34762979683973,519.4,111.55
